Geneid	Fx593-CIM0DP-RNA-R1	Fx593-CIM0DP-RNA-R2	Fx600-CIM0DP-RNA-R1	Fx600-CIM0DP-RNA-R2
XXX1X07485	0	0	0	2
XXX1X07490	0	0	0	0
XXX1X07510	764	1616	1042	1210
XXX1X07500	0	0	0	0
XXX1X07520	0	0	0	0
XXX1X07530	171	573	199	110
XXX1X07540	2	1	0	0
XXX1X04593	0	0	1	0
XXX1X07550	0	0	10	5
XXX1X07560	0	1	1	0
XXX1X07570	6	321	1	518
XXX1X04597	0	0	0	0
XXX1X07580	0	0	0	0
XXX1X07590	3889	4902	4368	3253
XXX1X07600	0	0	0	0
XXX1X04603	0	0	0	0
XXX1X07610	468	97	90	896
XXX1X07615	509	161	0	2
XXX1X07620	0	0	0	0
XXX1X04607	0	0	0	0
XXX1X07630	578	1326	515	590
XXX1X07640	342	2	1	4
XXX1X07650	0	0	404	340
XXX1X07645	0	0	9	0
XXX1X07660	1869	1685	2622	1638
XXX1X07670	3163	2930	2518	1601
XXX1X07680	0	0	0	1
XXX1X07690	0	0	0	0
XXX1X07700	0	5	688	553
XXX1X07705	0	1	315	5
XXX1X07702	0	0	0	0
XXX1X07710	0	1	238	1
XXX1X07720	1	0	343	88
XXX1X04623	0	0	0	0
XXX1X07725	0	0	0	0
XXX1X07728	1	0	0	0
XXX1X07740	0	0	0	0
XXX1X07730	0	0	0	0
XXX1X07745	0	0	1	256
XXX1X07747	0	0	0	0
XXX1X07750	414	494	1	1
XXX1X07760	0	0	0	0
XXX1X07770	497	841	3	0
XXX1X07780	4	15	0	0
XXX1X07790	0	56	0	124
XXX1X07795	0	0	0	0
XXX1X07800	0	0	0	0
XXX1X07810	563	105	4	434
XXX1X07820	105	115	1	117
XXX1X07830	128	8	1	107
XXX1X07840	412	0	452	0
XXX1X07850	0	0	1	0
XXX1X07870	370	667	6	177
XXX1X07860	1	0	0	0
XXX1X07880	1	1	5	5
XXX1X07885	0	0	0	0
XXX1X07890	8276	6999	9248	6630
XXX1X07900	0	1	0	0
XXX1X07902	0	57	0	46
XXX1X07901	0	0	0	0
XXX1X07910	209	1	7	70
XXX1X07920	1136	1397	29	117
XXX1X07930	296	844	311	305
XXX1X07940	1100	925	505	266
XXX1X07950	550	6	0	166
XXX1X07960	409	200	229	3
XXX1X07970	1	0	7	2
XXX1X07980	239	534	123	0
XXX1X07985	0	0	161	0
XXX1X07990	66	415	144	6
XXX1X08000	465	0	0	518
XXX1X08005	0	0	0	0
XXX1X08010	283	0	3	1
XXX1X08030	126	94	0	3
XXX1X08035	0	0	0	0
XXX1X08040	1	0	6	2
XXX1X08050	905	155	186	3
XXX1X08060	375	1285	717	54
XXX1X08065	1	2	3	2
XXX1X08070	2	1	2	0
XXX1X08080	3	1	4	0
XXX1X08090	0	0	4	0
XXX1X08100	1	1	3	1
XXX1X08105	0	0	0	0
XXX1X08110	162	269	2	401
XXX1X08115	0	0	1	0
XXX1X08120	0	0	0	0
XXX1X04643	0	0	0	0
XXX1X08125	223	0	1	4
XXX1X08130	0	576	1	1
XXX1X08135	1	0	0	0
XXX1X08140	0	0	0	1
XXX1X08150	0	0	2	3
XXX1X08160	0	0	2	0
XXX1X08165	0	0	0	0
XXX1X08170	0	0	1	0
XXX1X08180	0	0	0	56
XXX1X08190	1107	314	3	814
XXX1X08200	802	2380	1056	1544
XXX1X08210	129	329	979	1207
XXX1X08220	5	632	7	233
XXX1X08230	731	0	506	7
XXX1X08240	0	0	0	0
XXX1X08250	0	0	0	0
XXX1X08260	6	3	89	50
XXX1X08270	0	1	335	133
XXX1X08280	89	0	3	1
XXX1X08290	403	635	1	2
XXX1X08300	3	1	5	2
XXX1X08310	0	0	128	505
XXX1X08315	0	0	0	0
XXX1X04647	0	0	0	1
XXX1X08320	4	0	33	135
XXX1X04653	0	0	2	0
XXX1X08340	0	0	1	0
XXX1X08350	0	0	0	0
XXX1X08360	721	1034	0	116
XXX1X08370	237	1450	1508	282
XXX1X08380	3	0	422	6781
XXX1X08390	94	56	0	0
XXX1X08400	0	364	4	2
XXX1X08410	1068	2	1	107
XXX1X08420	1	425	11	0
XXX1X08430	1	4	3	2
XXX1X08440	0	0	3	0
XXX1X08450	1123	1055	126	215
XXX1X08460	99	312	9	7
XXX1X08465	0	0	3	0
XXX1X08470	0	0	1	0
XXX1X08480	2142	1293	597	916
XXX1X08490	1158	0	540	948
XXX1X08500	0	0	2	0
XXX1X08510	600	1590	604	1328
XXX1X08520	0	1	11	280
XXX1X08530	0	1	1	0
XXX1X08540	80	1	1	5
XXX1X08550	0	16	2	114
XXX1X08560	64	169	3	1
XXX1X08570	13324	18314	9710	8335
XXX1X08580	381	640	9	1
XXX1X08590	0	0	0	0
XXX1X08592	0	0	0	0
XXX1X08600	47	163	25	10
XXX1X08610	4	344	7	3
XXX1X04657	0	0	0	0
XXX1X08620	635	1778	502	144
XXX1X08630	410	916	614	847
XXX1X08640	269	1	0	4
XXX1X08645	0	2	0	0
XXX1X08650	1058	1691	257	510
XXX1X08660	0	2	2	1
XXX1X08670	0	0	2	0
XXX1X08680	531	223	16	288
XXX1X08695	0	0	0	0
XXX1X08700	0	1	1	4
XXX1X08710	1279	486	348	726
XXX1X08720	396	101	14	30
XXX1X08730	1	2	27	6
XXX1X08735	0	0	0	0
XXX1X08740	0	0	0	0
XXX1X08750	0	0	4	2
XXX1X08760	1	0	3	1
XXX1X08770	376	347	148	358
XXX1X08780	125	368	0	0
XXX1X08790	0	0	3	0
XXX1X08800	6220	4263	574	984
XXX1X08810	1	1	2	5
XXX1X08820	1231	721	430	656
XXX1X04667	1	0	0	0
XXX1X08830	2392	2457	2695	1892
XXX1X08840	251	49	7	10
XXX1X08845	62	211	343	100
XXX1X08860	413	1	7	5
XXX1X08870	0	0	0	0
XXX1X08880	237	327	0	1
XXX1X08890	1619	343	2340	4568
XXX1X08900	0	0	439	0
XXX1X08910	349	283	1	653
XXX1X04673	0	0	0	1
XXX1X04677	0	0	0	1
XXX1X04683	0	0	2	0
XXX1X08920	14115	32055	47220	52334
XXX1X08930	9801	8816	102269	83776
XXX1X08940	6093	5471	15442	11805
XXX1X08950	0	0	1	3
XXX1X08960	3	372	33	89
XXX1X08970	114	134	12	16
XXX1X08980	169	279	6	1244
XXX1X08985	0	0	0	0
XXX1X08990	0	0	0	0
XXX1X09000	1	796	5	43
XXX1X09010	0	0	4	122
XXX1X09020	7	36	5	3
XXX1X09030	0	0	2	0
XXX1X09040	1	65	9	7
XXX1X09050	1	20	6	1
XXX1X09060	1	721	24	4
XXX1X09070	11483	16168	21197	15323
XXX1X09080	1	0	2	3
XXX1X09090	2	0	3	2
XXX1X09100	153	369	15	305
XXX1X09110	0	0	0	0
XXX1X09130	808	819	1194	822
XXX1X09140	4367	4322	5280	5168
XXX1X09150	533	751	950	488
XXX1X09155	0	0	1	0
XXX1X09157	2	49	1	7
XXX1X09160	330	247	20	17
XXX1X09170	0	0	11	0
XXX1X09176	0	0	3	0
XXX1X09180	0	2	201	0
XXX1X09190	1	1	13	1
XXX1X09195	0	0	4	2
XXX1X09200	92	105	0	0
XXX1X09210	784	334	4	5
XXX1X09220	0	0	0	0
XXX1X09230	668	607	1233	622
XXX1X09240	0	0	0	0
XXX1X09245	0	0	0	0
XXX1X04687	0	0	0	0
XXX1X04693	0	0	0	0
XXX1X09250	362	816	1405	1299
XXX1X09260	0	0	1	1
XXX1X09270	1979	40	5	321
XXX1X09280	1625	906	5	212
XXX1X09290	0	161	7	217
XXX1X09300	151	1	7	38
XXX1X09310	0	0	249	2
XXX1X09320	0	408	2	73
XXX1X09330	2080	1271	532	497
XXX1X09340	2	1	6	1643
XXX1X09350	0	1	1	8
XXX1X09360	0	1	1	1
XXX1X09370	0	0	0	2
XXX1X09380	0	0	1	5
XXX1X09390	0	1	2	3
XXX1X04697	0	0	1	0
XXX1X09400	0	0	1	1
XXX1X09410	0	0	2	1
XXX1X09415	153	1	0	0
XXX1X09420	1	1	1	104
XXX1X09421	0	0	0	0
XXX1X09430	1900	907	558	4
XXX1X09440	2	1	3	3
XXX1X09450	22	8	1	1
XXX1X09460	794	232	0	1
XXX1X09470	0	0	0	0
XXX1X09480	241	180	279	279
XXX1X09483	0	0	0	0
XXX1X09486	1	0	58	150
XXX1X09490	2	305	11	445
XXX1X09500	0	0	5	2
XXX1X09510	0	0	0	1
XXX1X09520	690	254	26	0
XXX1X09530	0	0	2	1
XXX1X04703	0	0	0	0
XXX1X09540	0	0	3	1
XXX1X09550	0	0	0	0
XXX1X09560	986	629	666	0
XXX1X09570	421	1512	3	45
XXX1X09575	111	0	574	2
XXX1X09580	214	127	2	0
XXX1X09590	1458	3234	0	85
XXX1X09600	5	1	7	8
XXX1X09610	0	0	0	0
XXX1X04707	0	0	0	0
XXX1X09620	738	787	0	452
XXX1X09625	0	0	0	0
XXX1X09630	554	138	4	110
XXX1X09640	696	304	0	216
XXX1X09645	517	649	932	526
XXX1X09650	0	0	0	0
XXX1X04713	0	0	0	0
XXX1X09660	566	0	3	1
XXX1X04717	0	0	0	0
XXX1X09665	0	0	2	1
XXX1X09680	0	0	1	4
XXX1X09690	5225	5955	0	68
XXX1X09700	1	627	1	1
XXX1X09710	1	0	1	1
XXX1X09720	1	1	2	6
XXX1X09730	563	278	69	237
XXX1X09740	1009	1885	639	1447
XXX1X09750	92	0	0	1
XXX1X09760	479	224	1	0
XXX1X09770	363	464	48	707
XXX1X09780	0	591	23	65
XXX1X09790	2	0	11	2
XXX1X09794	727	322	2	54
XXX1X09795	151	0	1	2
XXX1X04723	0	0	0	1
XXX1X09800	0	235	3	5
XXX1X04733	0	0	0	0
XXX1X09810	43	337	2	3
XXX1X09812	23	17	24	5
XXX1X09815	1029	1557	167	602
XXX1X09820	0	1	361	1
XXX1X09830	1	0	0	0
XXX1X09840	69	43	945	456
XXX1X09850	2	277	473	285
XXX1X04737	0	0	0	0
XXX1X09860	0	0	1	0
XXX1X04743	0	0	0	0
XXX1X09870	347	369	547	643
XXX1X09880	0	0	164	1
XXX1X04747	0	0	0	1
XXX1X09890	0	0	1	4
XXX1X09900	0	0	7	4
XXX1X09910	1	3	4	0
XXX1X09920	408	1212	1358	493
XXX1X09930	1066	243	3	3
XXX1X09932	46000	32613	2263	2055
XXX1X09935	1	0	2	0
XXX1X09940	1298	4156	3967	4405
XXX1X09950	295	40	261	869
XXX1X09960	456	90	6	7
XXX1X04753	0	0	1	34
XXX1X09970	8959	14449	9185	6102
XXX1X09980	117	86	4	529
XXX1X09995	529	838	741	474
XXX1X10000	1	211	1	290
XXX1X10010	1	0	1	0
XXX1X10020	0	0	4	21
XXX1X10030	158	27	54	2
XXX1X10040	924	2721	11812	14136
XXX1X10050	1085	2446	1316	2382
XXX1X10060	2	0	1	4
XXX1X10070	304	70	742	350
XXX1X10090	672	385	104	704
XXX1X10095	346	25	748	151
XXX1X10100	0	1	1	0
XXX1X04763	1	0	0	0
XXX1X10110	0	0	1	0
XXX1X04767	0	0	0	0
XXX1X10120	1	4	3	22
XXX1X04773	0	0	0	0
XXX1X10130	1	0	365	293
XXX1X10140	2905	3113	6959	7445
XXX1X10150	0	0	0	0
XXX1X10155	0	0	2	30
XXX1X10160	758	3	31	8
XXX1X10170	467	1789	1056	932
XXX1X10180	0	95	9	0
XXX1X10190	0	0	3	2
XXX1X10200	0	111	0	345
XXX1X10210	92	1	1	290
XXX1X10220	1	0	1	38
XXX1X10225	0	0	1	0
XXX1X10230	179	431	475	651
XXX1X10240	0	0	7	4
XXX1X10250	0	0	0	0
XXX1X10260	0	0	2	0
XXX1X04783	0	1	3	4
XXX1X10270	2	0	9	4
XXX1X10280	337	440	2	3
XXX1X10290	637	783	381	254
XXX1X10300	2	0	3	1
XXX1X10310	241	220	2	302
XXX1X10320	276	367	11	20
XXX1X10330	0	0	1	0
XXX1X10340	205	0	1774	412
XXX1X10350	0	50	6	4
XXX1X10360	334	150	1	352
XXX1X10370	10565	14026	1	2666
XXX1X10380	351	303	8	2
XXX1X10385	0	0	5	2
XXX1X04787	0	0	1	0
XXX1X10390	355	250	15	132
XXX1X10395	0	0	0	0
XXX1X10400	0	0	2	15
XXX1X10410	963	490	1001	2438
XXX1X04793	0	0	1	0
XXX1X10417	1	1	75	435
XXX1X10419	0	0	0	0
XXX1X10430	292	251	2	25
XXX1X10440	0	0	0	0
XXX1X10450	577	42	146	393
XXX1X10455	0	0	0	5
XXX1X10460	0	0	2	0
XXX1X10470	591	628	1242	1540
XXX1X10480	2200	1203	183	118
XXX1X10490	262	1075	8	6
XXX1X10500	471	341	243	428
XXX1X10510	0	583	2	6
XXX1X10520	30	1	10	2
XXX1X10522	159	558	4	234
XXX1X04797	99	43	2	126
XXX1X10530	0	0	0	0
XXX1X04803	0	0	0	0
XXX1X10538	0	0	0	1
XXX1X10540	0	0	1	2
XXX1X10550	1	0	2	1
XXX1X10560	1	0	0	1
XXX1X10570	197	436	0	1
XXX1X10580	802	954	26	11
XXX1X10585	0	0	0	0
XXX1X10586	3	0	0	0
XXX1X10588	0	0	2	0
XXX1X10590	4880	6482	4199	3333
XXX1X10600	0	0	1	275
XXX1X10610	5	2	13	119
XXX1X10620	0	2	5	0
XXX1X10630	762	932	146	290
XXX1X04807	0	0	0	0
XXX1X10640	1	1	5	3
XXX1X10650	870	1075	401	1459
XXX1X04813	0	0	0	0
XXX1X10657	1	0	2	3
XXX1X10660	681	539	1517	1247
XXX1X10670	804	857	405	454
XXX1X10680	0	2	5	6
XXX1X10682	4806	4102	1394	312
XXX1X10690	0	0	1	1
XXX1X10700	420	242	423	338
XXX1X10705	0	0	5	0
XXX1X10710	0	0	1	5
XXX1X10715	0	0	1	2
XXX1X10717	1	0	1	0
XXX1X10720	1123	2240	1168	1159
XXX1X10730	0	1	246	1
XXX1X10740	428	1075	0	239
XXX1X10745	0	0	0	0
XXX1X10747	0	0	3	0
XXX1X10750	2	0	0	2
XXX1X04817	1	0	0	0
XXX1X10760	0	82	4	2
XXX1X10770	2	0	0	0
XXX1X10780	0	1	4	4
XXX1X10790	294	0	3	2
XXX1X10800	0	0	0	1
XXX1X10810	1	180	1	2
XXX1X10820	2	456	5	2
XXX1X10830	659	126	116	1
XXX1X10840	1603	1431	3	6
XXX1X04823	0	0	0	0
XXX1X10850	0	0	0	0
XXX1X10865	344	206	241	452
XXX1X04827	0	0	0	157
XXX1X10870	2	20	44	5
XXX1X10875	1	0	1	1
XXX1X10880	1	0	5	4
XXX1X10890	554	948	1390	508
XXX1X10900	13	949	765	198
XXX1X10910	328	455	137	0
XXX1X10920	0	74	469	2
XXX1X10930	488	1	18	8
XXX1X10940	1451	2530	1841	1051
XXX1X10950	109	574	49	319
XXX1X10960	310	132	0	379
XXX1X10970	685	17	1	1
XXX1X10980	0	0	0	0
XXX1X10990	1	0	0	0
XXX1X11000	0	317	3	3
XXX1X11010	0	0	0	0
XXX1X11020	0	94	1	193
XXX1X11030	0	0	0	0
XXX1X11040	1	3	3	0
XXX1X11050	0	0	0	0
XXX1X04833	0	0	0	0
XXX1X11055	0	0	0	0
XXX1X11060	0	111	300	0
XXX1X11070	0	1	7	3
XXX1X11080	1	0	2	2
XXX1X04837	0	0	0	0
XXX1X11090	0	0	0	0
XXX1X11100	689	65	5	9
XXX1X11110	2	0	3	3
XXX1X11112	0	0	0	1
XXX1X11120	0	0	1	0
XXX1X11125	1	0	3	5
XXX1X11130	1	2	4	7
XXX1X11145	2	0	0	0
XXX1X11150	0	0	3	3
XXX1X11160	0	0	3	5
XXX1X11170	0	0	2	5
XXX1X11175	180	37	684	459
XXX1X11180	0	163	1121	740
XXX1X11185	1780	2565	128	3
XXX1X11190	0	1	2	4
XXX1X11200	181	0	359	660
XXX1X11210	2105	1788	2375	1634
XXX1X11220	0	2	0	0
XXX1X11230	0	0	0	0
XXX1X11240	121	512	2	171
XXX1X11250	0	0	0	0
XXX1X11260	2102	1017	2088	1304
XXX1X11270	461	330	1741	1516
XXX1X11265	0	0	25	9
XXX1X11280	0	2	1	0
XXX1X11290	268	0	1	0
XXX1X11300	1	1	6	4
XXX1X11303	8	3	21	10
XXX1X11310	780	1975	7060	7536
XXX1X11320	0	1	2	0
XXX1X11330	0	54	10	9
XXX1X11340	1	2	5	5
XXX1X11350	2	2	16	3
XXX1X11360	397	1180	1015	0
XXX1X11362	0	0	0	0
XXX1X11370	0	0	0	0
XXX1X11380	0	0	0	0
XXX1X11390	934	1335	373	637
XXX1X11400	2987	3865	3146	1458
XXX1X04847	0	0	0	0
XXX1X11410	361	644	228	51
XXX1X11420	0	0	3	2
XXX1X11430	542	195	173	570
XXX1X11440	0	7	0	0
XXX1X11450	0	1	7	4
XXX1X11460	1	3	2	1
XXX1X11470	0	0	1	71
XXX1X11475	297	1008	404	111
XXX1X11480	982	4200	218	1455
XXX1X11482	11	3	5	5
XXX1X11490	0	0	2	0
XXX1X11500	1	0	0	3
XXX1X11510	0	2	1	2
XXX1X11520	2	0	1	1
XXX1X11530	47	81	249	174
XXX1X04853	0	0	0	0
XXX1X11540	0	1	0	4
XXX1X11545	0	0	0	2
XXX1X11550	0	0	0	0
XXX1X11560	0	0	0	0
XXX1X11570	0	0	1	0
XXX1X11572	0	0	3	0
XXX1X11580	4744	6979	6	5
XXX1X04857	0	0	2	0
XXX1X11590	0	1	7	1
XXX1X11591	0	0	0	0
XXX1X11592	282	133	151	0
XXX1X11593	0	0	0	0
XXX1X11595	0	1	0	0
XXX1X11600	1	0	2	2
XXX1X11608	1	0	3	5
XXX1X11610	2	2	5	2
XXX1X11620	0	0	2	0
XXX1X11630	0	4	1	2
XXX1X11640	0	0	0	0
XXX1X11650	1796	1072	971	1240
XXX1X11655	0	0	3	2
XXX1X11660	666	441	3	9
XXX1X11670	1	871	10721	9413
XXX1X04863	0	0	0	0
XXX1X11680	598	38	0	0
XXX1X11684	0	0	0	1
XXX1X11690	1	0	1	1
XXX1X04867	0	0	1	0
XXX1X11700	15	143	19	0
XXX1X11710	0	0	2	1
XXX1X11720	1	158	11	1
XXX1X04873	0	0	0	0
XXX1X11730	0	1	5	3
XXX1X04877	0	0	0	0
XXX1X11740	0	0	11	1
XXX1X11750	41	0	1	120
XXX1X04883	0	0	0	0
XXX1X11755	52	0	3	213
XXX1X11760	1501	1002	829	369
XXX1X11765	0	0	0	0
XXX1X11770	0	0	0	0
XXX1X04887	0	0	0	0
XXX1X11780	75	0	1	206
XXX1X11785	0	0	0	0
XXX1X11790	213	1	1	2
XXX1X11800	4	1	3	233
XXX1X11803	0	0	0	0
XXX1X11806	0	1	2	1
XXX1X11810	0	1	0	1
XXX1X11820	0	251	5	2
XXX1X04893	0	0	0	0
XXX1X11840	62	911	5	70
XXX1X11850	0	0	5	0
XXX1X11860	525	323	1354	2531
XXX1X11870	1	63	12	3
XXX1X04897	0	0	0	0
XXX1X04907	0	0	0	0
XXX1X11880	0	2	9	3
XXX1X11890	417	1284	907	485
XXX1X04913	0	102	1	0
XXX1X11900	0	0	1	2
XXX1X04917	0	0	0	0
XXX1X11905	208	0	1	229
XXX1X11910	293	868	981	1006
XXX1X11915	1	0	3	1
XXX1X11920	0	1	6	3
XXX1X11925	398	1337	1	4
XXX1X11930	488	233	383	541
XXX1X11940	43	1	2	90
XXX1X11950	177	433	3	516
XXX1X11960	575	198	32	1124
XXX1X11970	0	0	0	1
XXX1X11980	0	0	1	1
XXX1X11990	1	0	3	3
XXX1X12000	397	1148	9	7
XXX1X12010	0	0	5	7
XXX1X12013	0	0	0	0
XXX1X12015	0	0	0	1
XXX1X12020	0	0	1	0
XXX1X12030	0	0	2	0
XXX1X04923	0	0	2	0
XXX1X12040	0	0	10	1
XXX1X12050	64	10	8	2
XXX1X12060	367	508	608	219
XXX1X12064	0	0	0	0
XXX1X12070	63	371	0	0
XXX1X12080	31822	14030	2243	14
XXX1X12090	0	0	201	306
XXX1X12100	0	0	0	0
XXX1X12110	1	0	1	1
XXX1X12120	37	2	574	2
XXX1X12130	0	0	6	3
XXX1X12140	681	1660	2	3
XXX1X04927	0	0	0	1
XXX1X12150	0	0	0	3
XXX1X04933	0	0	0	0
XXX1X12160	0	0	4	1
XXX1X12170	0	0	1	0
XXX1X12180	1	0	0	0
XXX1X12190	0	0	1	1
XXX1X12200	129	87	0	0
XXX1X12210	66	0	2	0
XXX1X12211	0	0	0	1
XXX1X12220	92	0	421	1
XXX1X12230	74	0	235	369
XXX1X12240	4	0	338	1170
XXX1X12244	312	1	6	4
XXX1X12250	1	2	5	1
XXX1X12260	0	0	1	0
XXX1X04937	0	0	0	0
XXX1X12270	479	489	373	3
XXX1X12280	2	18	46	25
XXX1X12290	63	0	207	5
XXX1X12300	2	1	0	0
XXX1X12320	2	303	0	145
XXX1X12310	0	0	0	0
XXX1X04943	0	0	0	0
XXX1X04947	0	0	0	0
XXX1X12330	1	0	6	2
XXX1X12340	1	0	0	0
XXX1X12350	1262	1020	36	33
XXX1X12360	1628	2776	4053	3958
XXX1X12370	0	1	3	1
XXX1X12380	0	0	1	4
XXX1X12390	47	122	306	20
XXX1X12400	120	117	1	1
XXX1X12410	538	6	0	140
XXX1X12411	0	0	0	0
XXX1X12420	2210	997	6577	5883
XXX1X12430	1	5	3	9
XXX1X12440	1263	1115	564	656
XXX1X12450	1493	2083	442	94
XXX1X12460	3	0	9	0
XXX1X12470	1	568	673	371
XXX1X12480	0	0	1	0
XXX1X04953	0	0	0	0
XXX1X12490	0	0	0	0
XXX1X04957	0	0	0	0
XXX1X12500	284	538	2	403
XXX1X12510	0	0	0	0
XXX1X12520	6	561	467	90
XXX1X12530	117	146	62	70
XXX1X12540	0	0	0	0
XXX1X12550	0	9	2	0
XXX1X12560	0	0	4	6
XXX1X12570	1	3	8	4
XXX1X12580	1147	871	785	896
XXX1X12590	0	0	0	0
XXX1X12600	1	1	0	0
XXX1X04963	0	0	2	0
XXX1X12610	1010	3	5	1
XXX1X12615	0	0	1	1
XXX1X12620	395	5	10	8
XXX1X12630	1	2	4	6
XXX1X12640	322	265	919	527
XXX1X12650	419	276	2	142
XXX1X12660	0	0	2	0
XXX1X12663	0	0	1	0
XXX1X12665	0	0	0	0
XXX1X12667	0	0	0	1
XXX1X12669	0	0	0	0
XXX1X12670	0	0	0	0
XXX1X12672	0	0	0	2
XXX1X12680	171	1	539	0
XXX1X12700	0	257	5	3
XXX1X12710	251	453	360	19
XXX1X12720	0	0	0	2
XXX1X12725	0	3	2	1
XXX1X12730	1	0	5	4
XXX1X04967	0	0	2	0
XXX1X12740	1	0	5	5
XXX1X12750	3	359	288	244
XXX1X12760	1631	1468	1320	1869
XXX1X12770	0	190	61	198
XXX1X12775	0	1	373	37
XXX1X12780	195	463	38	126
XXX1X12790	1	178	322	177
XXX1X12800	2	260	15	496
XXX1X12805	0	0	0	0
XXX1X12810	683	1087	1735	774
XXX1X04973	63	60	114	0
XXX1X12820	262	74	2	0
XXX1X04977	0	0	0	0
XXX1X12840	2416	1784	1674	1195
XXX1X12830	0	0	0	0
XXX1X12845	0	0	1	1
XXX1X12850	484	0	54	1
XXX1X12855	0	0	2	5
XXX1X12860	1	0	2	0
XXX1X12870	0	1	0	1
XXX1X12880	0	0	0	0
XXX1X04983	0	0	0	0
XXX1X12890	0	0	0	2
XXX1X12900	0	0	0	1431
XXX1X12910	900	905	0	246
XXX1X12920	715	505	9	5
XXX1X12930	31	147	2	4
XXX1X12935	0	0	0	0
XXX1X12940	4	0	6	3
XXX1X12950	1066	148	18	21
XXX1X12960	0	0	1	0
XXX1X12970	1	646	144	64
XXX1X12980	0	0	2	0
XXX1X12990	0	411	1660	706
XXX1X13000	0	1	19	5
XXX1X13010	0	1	0	0
XXX1X13020	11	47	2	2
XXX1X13030	1	5	6	5
XXX1X13040	0	1	8	1
XXX1X13050	0	0	2	0
XXX1X13060	2	486	378	2
XXX1X13070	0	0	0	0
XXX1X04987	0	0	1	1
XXX1X13080	0	1	5	1246
XXX1X13090	2	0	3	0
XXX1X13100	1	0	3	4
XXX1X13110	0	1	782	974
XXX1X13120	179	6	2	5
XXX1X13130	0	0	5	2
XXX1X13140	1	0	1	2
XXX1X13143	0	0	0	0
XXX1X13145	88	0	52	1
XXX1X13150	4	0	218	2
XXX1X13160	17	1380	577	4
XXX1X13170	0	186	1	11
XXX1X13180	4	1	4	3
XXX1X13190	166	656	221	363
XXX1X13195	6208	5815	3092	2624
XXX1X13200	4	4	2	0
XXX1X13210	1284	335	4473	4584
XXX1X13220	926	758	2452	311
XXX1X13230	0	2	9	2
XXX1X13240	0	0	0	0
XXX1X13245	1630	1715	2240	1106
XXX1X04997	0	0	1	0
XXX1X13250	0	2	0	1
XXX1X05003	0	0	0	0
XXX1X13260	19981	20599	16011	9047
XXX1X13270	2	420	319	778
XXX1X13280	203	0	11	3
XXX1X13290	0	0	4	1
XXX1X13300	0	0	3	1
XXX1X13310	0	101	2	47
XXX1X13320	1	671	9	32
XXX1X13330	134	0	0	7
XXX1X13340	526	1417	891	625
XXX1X13350	857	1839	1342	2156
XXX1X13360	1421	2492	1886	1341
XXX1X05007	0	0	0	0
XXX1X13370	127	0	2	0
XXX1X13380	368	0	4	85
XXX1X13390	1986	2521	3878	2816
XXX1X13400	0	0	0	0
XXX1X13410	0	0	11	4
XXX1X13420	2	0	0	1
XXX1X13430	0	0	0	0
XXX1X13440	1014	1744	2	273
XXX1X05013	0	0	0	0
XXX1X13448	0	1	0	0
XXX1X13450	463	744	1	242
XXX1X13460	2	393	30	3
XXX1X13470	0	0	1	2
XXX1X13480	0	1	1	0
XXX1X13485	0	0	0	1
XXX1X13490	1	5	1	3
XXX1X13500	0	0	1	1
XXX1X13510	0	0	1	0
XXX1X13520	0	0	1562	693
XXX1X13530	0	0	3206	671
XXX1X13540	1	1	2	0
XXX1X13550	1	0	0	1
XXX1X13560	1280	1170	1025	1599
XXX1X13570	449	725	1137	542
XXX1X13580	60	463	6	1
XXX1X13590	0	0	2	1
XXX1X13600	0	0	1	0
XXX1X13605	0	0	1	0
XXX1X13607	0	0	1	0
XXX1X13608	2	0	0	0
XXX1X13609	0	0	0	0
XXX1X13610	0	0	5	3
XXX1X13620	0	0	2	0
XXX1X13630	22	0	1	322
XXX1X13635	6	3	36	15
XXX1X13640	2194	2520	9	193
XXX1X13650	1	0	2	6
XXX1X13660	0	0	3	0
XXX1X13670	281	0	0	2
XXX1X13680	2	0	7	2
XXX1X13690	280	786	2	100
XXX1X05017	0	0	0	0
XXX1X13700	130	240	207	2
XXX1X05023	0	0	0	0
XXX1X05027	0	0	0	0
XXX1X13710	0	2	2	1
XXX1X13720	0	0	0	0
XXX1X13730	0	284	1	0
XXX1X13740	41	71	572	185
XXX1X05033	0	0	0	0
XXX1X13750	2	0	7	2
XXX1X13755	0	0	2	0
XXX1X13760	0	2	1	0
XXX1X13770	149	62	7	0
XXX1X13780	0	1	2	1
XXX1X13790	0	1	4	3
XXX1X13800	1	0	3	1
XXX1X13805	0	0	0	0
XXX1X13810	19	210	5	0
XXX1X13820	0	106	1	0
XXX1X13825	0	0	1	1
XXX1X13830	0	0	1	2
XXX1X13840	0	1	2	1
XXX1X13850	0	0	2	0
XXX1X13860	0	0	1	2
XXX1X13870	0	0	3	0
XXX1X13880	117	1144	1919	1229
XXX1X13890	2	0	1	1
XXX1X13900	1	1	314	0
XXX1X13910	3	0	2	1
XXX1X13920	0	0	0	0
XXX1X13930	469	473	2482	1470
XXX1X13940	293	0	8	4
XXX1X05037	0	0	0	0
XXX1X13950	152	244	1	14
XXX1X13960	8491	10563	834	1014
XXX1X13970	3	0	6	4
XXX1X13980	2	1	3	87
XXX1X13990	3465	3465	6003	6087
XXX1X14000	5023	5754	2986	4926
XXX1X14010	36	0	248	265
XXX1X05043	0	1	99	34
